incluir_en_catalogo_final,bloque_tematico,subtema,nombre_capa,descripcion,tags,proveedor,tipo_acceso,url_endpoint,cobertura_geografica,cobertura_codigo,disponibilidad_municipal,campo_filtro,coste,requiere_registro,formato_datos,tematica_inspire,notas_limitaciones,capabilities,pts_tematica,pts_cobertura,pts_fuente,pts_tecnica,total_pts,prioridad_app,justificacion_prioridad,estado_revision,referencia,,,,,,,,
si,Hidrografía,Red hidrográfica y aguas superficiales,Hidrografía de España de Aguas Físicas y del Modelo de Red,,,IGN-CNIG / IDEE,OGC WFS / WFS INSPIRE,https://servicios.idee.es/wfs-inspire/hidrografia,Nacional ,,BBOX,,Gratuita,No,GML / XML; formatos adicionales según GetCapabilities,Hydrography - HY,"Incluye elementos hidrográficos naturales y artificiales, aguas superficiales, red hidrográfica, cuencas y otros objetos relacionados. Para descargas amplias se recomienda usar filtros espaciales o servicios de descarga alternativos",https://servicios.idee.es/wfs-inspire/hidrografia?service=WFS&request=GetCapabilities,2,2,2,2,8,P0 - MVP,Hidrografía vectorial oficial.,Revisada,https://servicios.idee.es/wfs-inspire/hidrografia | https://www.ign.es/web/ide-area-nodo-ide-ign | https://www.ign.es/web/seccion-hidrografia,,,,,,,,
si,Hidrografía,Red hidrográfica y aguas superficiales,Hidrografía de España de Aguas Físicas y del Modelo de Red,,,IGN / CNIG ,WMS,https://servicios.idee.es/wms-inspire/hidrografia,Nacional,,BBOX,,Gratuita,No,Imagen WMS; posible GetFeatureInfo si está habilitado,Hydrography - HY,"Fuente de referencia para ríos, cauces y elementos hidrográficos. Para análisis espacial municipal conviene usar WFS/descarga si está disponible.",https://servicios.idee.es/wms-inspire/hidrografia?request=GetCapabilities&service=WMS,2,2,2,1,7,P0 - MVP,Hidrografía básica oficial.,Revisada,https://www.ign.es/web/ide-area-nodo-ide-ign,,,,,,,,
si,Hidrografía,Batimetría marina,Talud Continental,,,MAPA - SG Pesca,WMS,https://wms.mapama.gob.es/sig/Pesca/CartoTalud,Nacional,,BBOX,,Gratuita,No,WMS,Elevation - EL / Sea Regions - SR,Modelo digital de elevaciones del talud continental español adquirido durante las Cartas de Pesca del Mediterráneo realizadas por la SG de Pesca del MAPA.  sirve de apoyo a estudios y trabajos en el medio marino. Píxel 50 m. Útil municipal solo para municipios costeros con jurisdicción marina.,https://wms.mapama.gob.es/sig/Pesca/CartoTalud?request=GetCapabilities&service=WMS,0,1,2,1,4,P2 - Media,Uso costero/marino especializado.,Revisada,https://idee.es/web/idee/segun-tipo-de-servicio,,,,,,,,
si,Hidrografía,Cartografia marina,Plataforma Continental,,,MAPA - SG Pesca,WMS,https://wms.mapama.gob.es/sig/Pesca/CartoPlataforma,Nacional,,BBOX,,Gratuita,No,WMS,Elevation - EL / Sea Regions - SR,Visualización del modelo digital de elevaciones y sombreado del terreno de la plataforma continental español; batimetría y localización de los puntos de toma de muestras de sedimento del fondo marino . Útil municipal solo para municipios costeros.,https://wms.mapama.gob.es/sig/Pesca/CartoPlataforma?request=GetCapabilities&service=WMS,0,1,2,1,4,P2 - Media,Solo relevante para municipios costeros/marinos.,Revisada,https://idee.es/web/idee/segun-tipo-de-servicio,,,,,,,,
si,Hidrografía,Dominio público hidráulico,,,,,,,,,,,,,,,,,,,,,,,,Pendiente,,,,,,,,,
si,Hidrografía,Zonas inundables,,,,,,,,,,,,,,,,,,,,,,,,Pendiente,,,,,,,,,
si,Mapas base,Callejero OSM,OpenStreetMap Standard Tiles,,,OpenStreetMap Foundation,XYZ raster,https://tile.openstreetmap.org/{z}/{x}/{y}.png,Global,,BBOX,,Gratuita,No,PNG,"Redes transporte, nombres geográficos",Atribución obligatoria; no scraping ni descargas masivas; no ideal para producción con alto tráfico. operations.osmfounda...,,1,2,1,2,6,P1 - Alta,"Muy útil, gratuito y reconocido, aunque no oficial.",Revisada,,,,,,,,,
si,Mapas base,Light/Dark/Voyager,CARTO Basemaps,,,CARTO,Teselas / basemap en plataforma,https://{s}.basemaps.cartocdn.com/{style}/{z}/{x}/{y}{r}.png,Global,,BBOX,,Freemium,Según uso,PNG,"Transporte, nombres, uso del suelo","Estilos Positron, Dark Matter, Voyager; basado en datos tipo OSM. docs.carto",,1,2,1,1,5,P1 - Alta,Útil como base alternativa; revisar condiciones de uso.,Revisada,Basemaps | CARTO,,,,,,,,
si,Mapas base,Vector OSM self-host,OpenMapTiles + TileServer GL,,,OpenMapTiles / MapTiler,Descarga + servidor propio,MBTiles + TileServer GL / /styles/{style}/style.json,Global,,BBOX,,Gratuita,"No, si self-host","MVT/PBF, MBTiles, raster renderizado","Transporte, nombres, edificios, hidrografía","Mejor opción si se desea control, offline o evitar dependencia de APIs. OpenMapTiles",,1,2,1,1,5,P1 - Alta,Buena alternativa self-host; requiere infraestructura.,Revisada,Open-source map styles – OpenMapTiles,,,,,,,,
si,Mapas base,Outdoor/cycle/transport,Thunderforest,,,Gravitystorm / Thunderforest,XYZ raster,https://api.thunderforest.com/{style}/{z}/{x}/{y}.png?apikey=...,Global,,BBOX,,Freemium,Sí,PNG/JPG,"Transporte, relieve, ocio","Muy bueno para mapas ciclistas, outdoor y transporte; basado en esquema Web Mercator. thunderforest",,0,2,1,0,3,DESC - Descartada,Privado freemium/pago con API key.,Revisada,https://www.thunderforest.com/,,,,,,,,
si,Mapas base,Stamen / estilos OSM,Stadia Maps,,,Stadia Maps / Stamen,XYZ raster / style JSON,https://tiles.stadiamaps.com/styles/{style}.json / /tiles/{style}/{z}/{x}/{y}.png,Global,,BBOX,,Freemium,Sí en producción,"PNG, JSON, MVT según estilo","Transporte, nombres, relieve",Útil para estilos bonitos tipo Terrain/Toner; cuidar atribuciones. docs.stadiamaps,,0,2,1,0,3,DESC - Descartada,Freemium/API key en producción; alternativa oficial/OSM.,Revisada,Interactive Basemaps and Static Map APIs | Stadia Maps,,,,,,,,
si,Mapas base,ArcGIS basemaps,ArcGIS Basemap Styles,,,Esri,API estilos / vector tiles,https://basemapstyles-api.arcgis.com/arcgis/rest/services/styles/v2/styles/arcgis/{style}?token=...,Global,,BBOX,,Freemium,Sí,"Vector tiles, map tiles, JSON","Transporte, nombres, ortoimagen","Bueno si se integra con ecosistema ArcGIS; incluye estilos streets, imagery, navigation, etc. developers.arcgis",,,,,,,,Proveedor privado con token/freemium y alternativa oficial gratuita.,Pendiente,ArcGIS Online Basemaps - Vista general,,,,,,,,
si,Mapas base,Google road/satellite/terrain,Google Maps Map Tiles API,,,Google Maps Platform,API tiles,https://tile.googleapis.com/v1/2dtiles/{z}/{x}/{y}?session=...&key=...,Global,,BBOX,,De pago / Comercial,Sí + billing,"PNG/JPEG, 3D Tiles","Transporte, nombres, ortoimagen, relieve",Google for Developer.. Usar API oficial con key y token de sesión. ,,,,,,,,Pago/API key/billing y restricciones; alternativa oficial gratuita.,Pendiente,Descripción general de la API de Map Tiles  |  Google Maps Tile API  |  Google for Developers,,,,,,,,
si,Mapas base,HERE road/satellite,HERE Raster/Vector Tile API,,,HERE Technologies,REST tiles,https://maps.hereapi.com/v3/base/mc/{z}/{x}/{y}/png?apiKey=...,Global,,BBOX,,Freemium,Sí,"PNG, PBF/MVT","Transporte, nombres, edificios","Fuerte en automoción, movilidad y POI; requiere cuenta HERE. here",,,,,,,,Privado freemium/pago con API key; alternativa oficial.,Pendiente,Map Data | Static Map API | Platform | HERE,,,,,,,,
si,Mapas base,Mapas base vectoriales/raster,Amazon Location Service Maps,,,Amazon Web Services,API tiles / estilos / SDK,GetTile / GetStyleDescriptor vía Amazon Location Service,Global,,BBOX,,pay-as-you-go,Si,"Vector tiles, raster tiles, Style JSON / MapLibre","Transporte, nombres geográficos, edificios, hidrografía, usos del suelo",Integrable con MapLibre GL; ofrece estilos AWS predefinidos y estilos configurables. Revisar costes/licencia.  AWS credentials o API Key,,,,,,,,De pago y dependiente de plataforma cloud.,Pendiente,Amazon Location Service - Maps,,,,,,,,
si,Mapas base,Road/hybrid/labels,TomTom Map Display API,,,TomTom,Raster/vector tiles API,https://api.tomtom.com/map/1/tile/{layer}/{style}/{z}/{x}/{y}.png?key=...,Global,,BBOX,,Freemium,Sí,"PNG/JPG, vector tiles","Transporte, nombres",Buena calidad para navegación/movilidad; requiere key. developer.tomtom,,,,,,,,Privado freemium/pago con API key.,Pendiente,Introduction | Map Display API | TomTom Developer Portal,,,,,,,,
si,Mapas base,Road/vector/raster,Azure Maps Render,,,Microsoft Azure Maps,REST tiles,{endpoint}/map/tile?api-version=2024-04-01&tilesetId=...&zoom={z}&x={x}&y={y},Global,,BBOX,,De pago / Comercial,Sí,PNG/JPEG/PBF/MVT,"Transporte, nombres, meteorología si aplica",Alternativa Microsoft moderna; útil si la empresa usa Azure. learn.microsoft,,,,,,,,Pago Azure y dependencia cloud.,Pendiente,Azure Maps | Microsoft Azure,,,,,,,,
si,Mapas base,Vector/raster comercial,Mapbox Maps / Tiles API,,,Mapbox,API tiles / estilos,https://api.mapbox.com/styles/v1/{user}/{style}/tiles/{z}/{x}/{y}?access_token=...,Global,,BBOX,,Freemium,Sí,"MVT, PNG/JPEG, Style JSON","Transporte, nombres, ortoimagen",Muy configurable; revisar costes por uso. Mapbox,,,,,,,,Privado freemium/pago con token y restricciones.,Pendiente,Mapbox Standard Style | Mapbox Docs | Mapbox,,,,,,,,
si,Mapas base,Vector/raster configurable,MapTiler Cloud,,,MapTiler,API tiles / WMTS / OGC API Tiles,https://api.maptiler.com/maps/{mapId}/style.json?key=... / .../{z}/{x}/{y}.png?key=...,Global,,BBOX,,Freemium,Sí,"MVT, PNG, JSON, WMTS","Transporte, nombres, ortoimagen, relieve",Buen equilibrio para app reutilizable; requiere key. docs.maptiler,,,,,,,,Privado freemium/pago con API key.,Pendiente,Maps for developers | MapTiler,,,,,,,,
si,Medio ambiente,Espacios protegidos Red Natura 2000,Red Natura 2000,,,MITECO,WMS,https://wms.mapama.gob.es/sig/Biodiversidad/RedNatura,Nacional,,BBOX,,Gratuita,No,WMS,Protected Sites - PS,WMS con capas LIC/ZEC y ZEPA de la Red Natura 2000. Esencial para análisis ambiental y planeamiento municipal. Soporta GetFeatureInfo,https://wms.mapama.gob.es/sig/Biodiversidad/RedNatura?request=GetCapabilities&service=WMS,2,2,2,2,8,P0 - MVP,"Fuente oficial esencial para identificar condicionantes ambientales Red Natura 2000 en el municipio; gratuita, nacional e integrable mediante WMS con GetFeatureInfo.",Revisada,https://idee.es/segun-tipo-de-servicio,,,,,,,,
si,Medio ambiente,Espacios protegidos,Espacios Naturales Protegidos (ENP),,,MITECO,WMS,https://wms.mapama.gob.es/sig/Biodiversidad/ENP,Nacional,,BBOX,,Gratuita,No,WMS,Protected Sites - PS,Fuente oficial de espacios protegidos (Ley 42/2007). Esencial para licencias y planeamiento. Permite GetFeatureInfo.,https://wms.mapama.gob.es/sig/Biodiversidad/ENP?request=GetCapabilities&service=WMS,2,2,2,1,7,P0 - MVP,Fuente oficial esencial para visor municipal básico; gratuita y fácilmente integrable mediante BBOX.,Revisada,https://wms.mapama.gob.es/sig/Biodiversidad/ENP,,,,,,,,
si,Medio ambiente,Copernicus Land Monitoring Service,Copernicus Land Monitoring Service,,,Copernicus Land Monitoring Service / IDEE,WMS,https://servicios.idee.es/wms/copernicus-landservice-spain,Nacional,,BBOX,,Gratuita,No,Imagen WMS,Cubierta terrestre,Servicio de visualización de productos Copernicus relacionados con cobertura y monitorización terrestre. Para análisis detallado puede requerir descarga del producto original.,servicios.idee.es/wms/copernicus-landservice-spain?request=GetCapabilities&service=WMS,1,2,2,1,6,P1 - Alta,Muy útil para cobertura terrestre; WMS visual.,Revisada,Infraestructuras de Datos Espaciales - Instituto Geográfico Nacional,,,,,,,,
si,Medio ambiente,Riesgos naturales,Peligrosidad por Inundación,,,Ministerio para la Transición Ecológica y el Reto Demográfico,WMS,https://servicios.idee.es/wms-inspire/riesgos-naturales/inundaciones,Nacional,,BBOX,,Gratuita,No,WMS,Natural risk zones,"Capa que contiene los mapas de peligrosidad de las ARPSI (fluvial y costera) en tres periodos de retorno: 10, 100 y 500 años, según RD 903/2010 y Directiva 2007/60/CE. Útil para análisis municipal de zonas inundables y planificación urbanística. Limitación: servicio solo de visualización (no descarga vectorial), requiere recorte por BBOX para uso municipal y obliga a citar al MITECO como propietario.",,1,2,2,1,6,P1 - Alta,Muy útil para riesgos; WMS visual.,,,,,,,,,,
si,Medio ambiente,Sismicidad / información geofísica,Información sísmica,,,IGN,WMS,https://www.ign.es/wms-inspire/geofisica,Nacional,,BBOX,,Gratuita,No,Imagen WMS; posible GetFeatureInfo si está habilitado,Natural Risk Zones - NZ / Geology - GE,Útil para visores con componente de riesgos naturales o contexto geofísico. No es fuente municipal directa.,https://www.ign.es/wms-inspire/geofisica?request=GetCapabilities&service=WMS,0,2,2,1,5,P1 - Alta,Riesgo natural sectorial; no básico para todos.,Revisada,https://www.ign.es/web/ide-area-nodo-ide-ign,,,,,,,,
si,Medio ambiente,Volcanología / vigilancia volcánica,Red de Vigilancia Volcánica del IGN,,,IGN,WMS,https://wms-volcanologia.ign.es/volcanologia,Principalmente Canarias y zonas volcánicas de interés,,BBOX,,Gratuita,No,Imagen WMS; posible GetFeatureInfo si está habilitado,Natural Risk Zones - NZ / Geology - GE,No aplica de forma homogénea a todos los municipios. Muy relevante para municipios de Canarias u otras zonas con interés volcánico.,https://wms-volcanologia.ign.es/volcanologia?service=WMS&request=GetCapabilities,0,1,2,1,4,P2 - Media,Muy relevante en Canarias; no homogéneo.,Revisada,https://www.ign.es/web/ide-area-nodo-ide-ign,,,,,,,,
si,Medio ambiente,Calidad del aire,,,,,,,,,,,,,,,,,,,,,,,,Pendiente,,,,,,,,,
si,Medio ambiente,Cobertura forestal,,,,,,,,,,,,,,,,,,,,,,,,Pendiente,,,,,,,,,
si,Medio ambiente,Ruido ambiental,,,,,,,,,,,,,,,,,,,,,,,,Pendiente,,,,,,,,,
si,Ocupación y cobertura del suelo,Ocupación del suelo,Ocupación del Suelo de España,,,IGN-CNIG / IDEE,OGC WFS / WFS INSPIRE,https://servicios.idee.es/wfs-inspire/ocupacion-suelo,Nacional,,BBOX,,Gratuita,No,GML / XML; formatos adicionales según GetCapabilities,Land Cover - LC,"Adecuado para consulta de entidades vectoriales; en zonas extensas las respuestas pueden ser voluminosas, por lo que se recomienda filtrar espacialmente",https://servicios.idee.es/wfs-inspire/ocupacion-suelo?service=WFS&request=GetCapabilities,2,2,2,2,8,P0 - MVP,Fuente clave vectorial para análisis territorial.,Revisada,https://servicios.idee.es/wfs-inspire/ocupacion-suelo | https://www.ign.es/web/ide-area-nodo-ide-ign,,,,,,,,
si,Ocupación y cobertura del suelo,Ocupación del suelo ,Ocupación del Suelo de España,,,IGN / CNIG / SIOSE,WMTS,https://servicios.idee.es/wmts/ocupacion-suelo,Nacional,,BBOX,,Gratuita,No,Imagen WMTS; vector/raster en productos asociados,Land Cover - LC,"Fuente clave para análisis territorial municipal: urbano, agrícola, forestal, artificial, etc. Para análisis conviene usar datos descargables o servicios vectoriales asociados.",https://servicios.idee.es/wmts/ocupacion-suelo?request=GetCapabilities&service=WMTS,2,2,2,2,8,P0 - MVP,Fuente clave teselada.,Revisada,https://www.ign.es/web/ide-area-nodo-ide-ign,,,,,,,,
si,Ocupación y cobertura del suelo,Ocupación del suelo ,Ocupación del Suelo de España,,,IGN / CNIG / SIOSE,WMS,https://servicios.idee.es/wms-inspire/ocupacion-suelo,Nacional,,BBOX,,Gratuita,No,Imagen WMS; vector/raster en productos asociados,Land Cover - LC,"Fuente clave para análisis territorial municipal: urbano, agrícola, forestal, artificial, etc. Para análisis conviene usar datos descargables o servicios vectoriales asociados.",https://servicios.idee.es/wms-inspire/ocupacion-suelo?request=GetCapabilities&service=WMS,2,2,2,1,7,P0 - MVP,Fuente clave; WMS visual.,Revisada,https://www.ign.es/web/ide-area-nodo-ide-ign,,,,,,,,
si,Ocupación y cobertura del suelo,Ocupación del suelo,Ocupación de Suelo histórico,,,IGN / CNIG / SIOSE,WMS,https://servicios.idee.es/wms-inspire/ocupacion-suelo-historico,Nacional ,,BBOX,,Gratuita,No,Imagen WMS; vector/raster en productos asociados,Land Cover - LC,Útil para análisis de evolución de la ocupación del suelo. Como WMS es visual; para análisis municipal descarga y recorte espacial.,https://servicios.idee.es/wms-inspire/ocupacion-suelo-historico?request=GetCapabilities&service=WMS,1,2,2,1,6,P1 - Alta,Útil para evolución territorial.,Revisada,https://www.ign.es/web/ide-area-nodo-ide-ign,,,,,,,,
si,Toponimia,Topónimos oficiales y nomenclátor,Nomenclátor Geográfico Básico de España,,,IGN-CNIG,OGC WFS / WFS INSPIRE,https://www.ign.es/wfs-inspire/ngbe,Nacional,,BBOX,,Gratuita,No,GML / XML; formatos adicionales según GetCapabilities,Geographical Names - GN,Contiene nombres geográficos y atributos asociados. Para consultas por municipio puede ser necesario filtrar espacialmente o cruzar con unidades administrativas,https://www.ign.es/wfs-inspire/ngbe?service=WFS&request=GetCapabilities,2,2,2,2,8,P0 - MVP,Topónimos oficiales vectoriales.,Revisada,https://www.ign.es/wfs-inspire/ngbe | https://www.ign.es/web/ide-area-nodo-ide-ign,,,,,,,,
si,Toponimia,Topónimos oficiales y nomenclátor,Nombres Geográficos,,,IGN / CNIG,WMS,https://www.ign.es/wms-inspire/ngbe,Nacional,,BBOX,,Gratuita,No,Imagen WMS; datos vectoriales en servicios asociados,Geographical Names - GN,Servicio de visualización del Nomenclátor Geográfico Básico. Para buscador de topónimos o explotación de atributos conviene usar WFS/API Features asociado.,https://www.ign.es/wms-inspire/ngbe?request=GetCapabilities&service=WMS,2,2,2,1,7,P0 - MVP,Toponimia oficial útil para búsqueda y contexto.,Revisada,https://www.ign.es/web/ide-area-nodo-ide-ign,,,,,,,,
si,Transporte y movilidad,Redes de transporte,Redes de transporte de España,,,IGN-CNIG / IDEE,OGC WFS / WFS INSPIRE,https://servicios.idee.es/wfs-inspire/transportes,Nacional,,BBOX,,Gratuita,No,GML / XML; formatos adicionales según GetCapabilities,Transport Networks - TN,Puede incluir distintos modos de transporte y elementos asociados. conviene acotar consultas por bbox/filtros para evitar respuestas pesadas,https://servicios.idee.es/wfs-inspire/transportes?service=WFS&request=GetCapabilities,2,2,2,2,8,P0 - MVP,Red viaria oficial vectorial.,Revisada,https://servicios.idee.es/wfs-inspire/transportes | https://www.ign.es/web/ide-area-nodo-ide-ign,,,,,,,,
si,Transporte y movilidad,Redes de transporte,Redes de transporte de España,,,IGN / CNIG / Sistema Cartográfico Nacional,WMS,https://servicios.idee.es/wms-inspire/transportes,Nacional,,BBOX,,Gratuita,No,Imagen WMS; datos vectoriales en servicios asociados,Transport Networks - TN,"Fuente importante para contexto urbano, red viaria, transporte y accesibilidad. Para análisis municipal conviene usar WFS o descarga vectorial si está disponible.",https://servicios.idee.es/wms-inspire/transportes?request=GetCapabilities&service=WMS,2,2,2,1,7,P0 - MVP,Red viaria oficial básica; WMS visual.,Revisada,https://www.ign.es/web/ide-area-nodo-ide-ign,,,,,,,,
si,Transporte y movilidad,Infraestructura ciclista y cicloturismo (rutas - etapas - puertos),Spain by Bike,,,IDEE,WMS,https://wms-spainbybike.idee.es/spainbybike,Nacional,,BBOX,,Gratuita,No,WMS,Transport Networks - TN,"Capas de etapas cicloturistas, tipos de vía, espacios BTT y puertos de montaña a partir del portal Spain by Bike (Vías Verdes, Caminos Naturales, EuroVelo, Camino del Cid, Pirinexus, Rural Bike). Soporta GetFeatureInfo. Útil para movilidad sostenible y turismo activo a escala municipal. Limitación: WMS de visualización (no WFS), datos heterogéneos al integrar múltiples fuentes; cobertura de rutas no exhaustiva por municipio (depende de proveedores integrados).",https://wms-spainbybike.idee.es/spainbybike?request=GetCapabilities&service=WMS,0,1,2,1,4,P2 - Media,Turístico/deportivo; cobertura efectiva por rutas.,Revisada,https://idee.es/web/idee/segun-tipo-de-servicio,,,,,,,,
si,Transporte y movilidad,Transporte público,,,,,,,,,,,,,,,,,,,,,,,,Pendiente,,,,,,,,,
si,Turismo y patrimonio cultural,Senderos y rutas,Caminos Naturales,,,MAPAMA - SIGMAPAMA,WMS,https://wms.mapama.gob.es/sig/desarrollorural/ccnn_etapas,Nacional,,BBOX,,Gratuita,No,WMS,Transport Networks - TN,Capa de etapas de Caminos Naturales de España. Útil municipal para inventariar rutas senderistas que cruzan el término municipal e integrarlas en oferta turística. Limitación: solo caminos del programa nacional.,https://wms.mapama.gob.es/sig/desarrollorural/ccnn_etapas?request=getcapabilities&service=wms,1,1,2,1,5,P1 - Alta,Útil para turismo municipal si atraviesa el término.,Revisada,https://idee.es/web/idee/segun-tipo-de-servicio,,,,,,,,
si,Turismo y patrimonio cultural,Puntos de interés,Caminos Naturales - Puntos de Interés,,,MAPAMA - SIGMAPAMA,WMS,https://wms.mapama.gob.es/sig/desarrollorural/ccnn_ptosinteres,Nacional,,BBOX,,Gratuita,No,WMS,Transport Networks - TN,Puntos de interés asociados a la Red de Caminos Naturales. Útil municipal para enriquecer la oferta turística con hitos a lo largo de los caminos. Limitación: solo POI ligados a Caminos Naturales nacionales.,https://wms.mapama.gob.es/sig/desarrollorural/ccnn_ptosinteres?request=getcapabilities&service=wms,0,1,2,1,4,P2 - Media,Complementaria a Caminos Naturales; POI sectoriales.,Revisada,https://idee.es/web/idee/segun-tipo-de-servicio,,,,,,,,
si,Turismo y patrimonio cultural,Rutas culturales / Camino de Santiago,Camino de Santiago,,,IGN,WMS / Descarga,"
https://www.ign.es/wms-inspire/camino-santiago",Nacional,,BBOX,,Gratuita,No,WMS / GPX / KML / SHP,Sin tema INSPIRE directo asignado, Para una app municipal se usa el bbox/geometría del municipio. Permite consulta de información sobre etapas mediante WMS/GetFeatureInfo,ign.es/wms-inspire/camino-santiago?request=GetCapabilities&service=WMS,0,1,2,1,4,P2 - Media,Muy útil solo para municipios atravesados por rutas.,Revisada,Infraestructuras de Datos Espaciales - Instituto Geográfico Nacional,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
